,0
617,"[[0, 1], [0, 2, 3], [1, 2, 3]]"
618,"[[0, 1], [0, 2, 3], [1, 2, 4]]"
619,"[[0, 1], [0, 2, 3], [1, 3, 4]]"
620,"[[0, 1], [0, 2, 3], [2, 3, 4]]"
621,"[[0, 1], [0, 2, 3], [1, 2, 3, 4]]"
622,"[[0, 1], [0, 2, 4], [0, 3, 4]]"
623,"[[0, 1], [0, 2, 4], [1, 2, 3]]"
624,"[[0, 1], [0, 2, 4], [1, 2, 4]]"
625,"[[0, 1], [0, 2, 4], [1, 3, 4]]"
626,"[[0, 1], [0, 2, 4], [2, 3, 4]]"
627,"[[0, 1], [0, 2, 4], [1, 2, 3, 4]]"
628,"[[0, 1], [0, 3, 4], [1, 2, 3]]"
629,"[[0, 1], [0, 3, 4], [1, 2, 4]]"
630,"[[0, 1], [0, 3, 4], [1, 3, 4]]"
631,"[[0, 1], [0, 3, 4], [2, 3, 4]]"
632,"[[0, 1], [0, 3, 4], [1, 2, 3, 4]]"
633,"[[0, 1], [1, 2, 3], [1, 2, 4]]"
634,"[[0, 1], [1, 2, 3], [1, 3, 4]]"
635,"[[0, 1], [1, 2, 3], [2, 3, 4]]"
636,"[[0, 1], [1, 2, 3], [0, 2, 3, 4]]"
637,"[[0, 1], [1, 2, 4], [1, 3, 4]]"
638,"[[0, 1], [1, 2, 4], [2, 3, 4]]"
639,"[[0, 1], [1, 2, 4], [0, 2, 3, 4]]"
640,"[[0, 1], [1, 3, 4], [2, 3, 4]]"
641,"[[0, 1], [1, 3, 4], [0, 2, 3, 4]]"
642,"[[0, 1], [0, 2, 3, 4], [1, 2, 3, 4]]"
643,"[[0, 2], [0, 3], [0, 4]]"
644,"[[0, 2], [0, 3], [1, 2]]"
645,"[[0, 2], [0, 3], [1, 3]]"
646,"[[0, 2], [0, 3], [1, 4]]"
647,"[[0, 2], [0, 3], [2, 3]]"
648,"[[0, 2], [0, 3], [2, 4]]"
649,"[[0, 2], [0, 3], [3, 4]]"
650,"[[0, 2], [0, 3], [0, 1, 4]]"
651,"[[0, 2], [0, 3], [1, 2, 3]]"
652,"[[0, 2], [0, 3], [1, 2, 4]]"
653,"[[0, 2], [0, 3], [1, 3, 4]]"
654,"[[0, 2], [0, 3], [2, 3, 4]]"
655,"[[0, 2], [0, 3], [1, 2, 3, 4]]"
656,"[[0, 2], [0, 4], [1, 2]]"
657,"[[0, 2], [0, 4], [1, 3]]"
658,"[[0, 2], [0, 4], [1, 4]]"
659,"[[0, 2], [0, 4], [2, 3]]"
660,"[[0, 2], [0, 4], [2, 4]]"
661,"[[0, 2], [0, 4], [3, 4]]"
662,"[[0, 2], [0, 4], [0, 1, 3]]"
663,"[[0, 2], [0, 4], [1, 2, 3]]"
664,"[[0, 2], [0, 4], [1, 2, 4]]"
665,"[[0, 2], [0, 4], [1, 3, 4]]"
666,"[[0, 2], [0, 4], [2, 3, 4]]"
667,"[[0, 2], [0, 4], [1, 2, 3, 4]]"
668,"[[0, 2], [1, 2], [1, 3]]"
669,"[[0, 2], [1, 2], [1, 4]]"
670,"[[0, 2], [1, 2], [2, 3]]"
671,"[[0, 2], [1, 2], [2, 4]]"
672,"[[0, 2], [1, 2], [3, 4]]"
673,"[[0, 2], [1, 2], [0, 1, 3]]"
674,"[[0, 2], [1, 2], [0, 1, 4]]"
675,"[[0, 2], [1, 2], [0, 3, 4]]"
676,"[[0, 2], [1, 2], [1, 3, 4]]"
677,"[[0, 2], [1, 2], [2, 3, 4]]"
678,"[[0, 2], [1, 2], [0, 1, 3, 4]]"
679,"[[0, 2], [1, 3], [1, 4]]"
680,"[[0, 2], [1, 3], [2, 3]]"
681,"[[0, 2], [1, 3], [2, 4]]"
682,"[[0, 2], [1, 3], [3, 4]]"
683,"[[0, 2], [1, 3], [0, 1, 4]]"
684,"[[0, 2], [1, 3], [0, 3, 4]]"
685,"[[0, 2], [1, 3], [1, 2, 4]]"
686,"[[0, 2], [1, 3], [2, 3, 4]]"
687,"[[0, 2], [1, 4], [2, 3]]"
688,"[[0, 2], [1, 4], [2, 4]]"
689,"[[0, 2], [1, 4], [3, 4]]"
690,"[[0, 2], [1, 4], [0, 1, 3]]"
691,"[[0, 2], [1, 4], [0, 3, 4]]"
692,"[[0, 2], [1, 4], [1, 2, 3]]"
693,"[[0, 2], [1, 4], [2, 3, 4]]"
694,"[[0, 2], [2, 3], [2, 4]]"
695,"[[0, 2], [2, 3], [3, 4]]"
696,"[[0, 2], [2, 3], [0, 1, 3]]"
697,"[[0, 2], [2, 3], [0, 1, 4]]"
698,"[[0, 2], [2, 3], [0, 3, 4]]"
699,"[[0, 2], [2, 3], [1, 2, 4]]"
700,"[[0, 2], [2, 3], [1, 3, 4]]"
701,"[[0, 2], [2, 3], [0, 1, 3, 4]]"
702,"[[0, 2], [2, 4], [3, 4]]"
703,"[[0, 2], [2, 4], [0, 1, 3]]"
704,"[[0, 2], [2, 4], [0, 1, 4]]"
705,"[[0, 2], [2, 4], [0, 3, 4]]"
706,"[[0, 2], [2, 4], [1, 2, 3]]"
707,"[[0, 2], [2, 4], [1, 3, 4]]"
708,"[[0, 2], [2, 4], [0, 1, 3, 4]]"
709,"[[0, 2], [3, 4], [0, 1, 3]]"
710,"[[0, 2], [3, 4], [0, 1, 4]]"
711,"[[0, 2], [3, 4], [1, 2, 3]]"
712,"[[0, 2], [3, 4], [1, 2, 4]]"
713,"[[0, 2], [0, 1, 3], [0, 1, 4]]"
714,"[[0, 2], [0, 1, 3], [0, 3, 4]]"
715,"[[0, 2], [0, 1, 3], [1, 2, 3]]"
716,"[[0, 2], [0, 1, 3], [1, 2, 4]]"
717,"[[0, 2], [0, 1, 3], [1, 3, 4]]"
718,"[[0, 2], [0, 1, 3], [2, 3, 4]]"
719,"[[0, 2], [0, 1, 3], [1, 2, 3, 4]]"
720,"[[0, 2], [0, 1, 4], [0, 3, 4]]"
721,"[[0, 2], [0, 1, 4], [1, 2, 3]]"
722,"[[0, 2], [0, 1, 4], [1, 2, 4]]"
723,"[[0, 2], [0, 1, 4], [1, 3, 4]]"
724,"[[0, 2], [0, 1, 4], [2, 3, 4]]"
725,"[[0, 2], [0, 1, 4], [1, 2, 3, 4]]"
726,"[[0, 2], [0, 3, 4], [1, 2, 3]]"
727,"[[0, 2], [0, 3, 4], [1, 2, 4]]"
728,"[[0, 2], [0, 3, 4], [1, 3, 4]]"
729,"[[0, 2], [0, 3, 4], [2, 3, 4]]"
730,"[[0, 2], [0, 3, 4], [1, 2, 3, 4]]"
731,"[[0, 2], [1, 2, 3], [1, 2, 4]]"
732,"[[0, 2], [1, 2, 3], [1, 3, 4]]"
733,"[[0, 2], [1, 2, 3], [2, 3, 4]]"
734,"[[0, 2], [1, 2, 3], [0, 1, 3, 4]]"
735,"[[0, 2], [1, 2, 4], [1, 3, 4]]"
736,"[[0, 2], [1, 2, 4], [2, 3, 4]]"
737,"[[0, 2], [1, 2, 4], [0, 1, 3, 4]]"
738,"[[0, 2], [1, 3, 4], [2, 3, 4]]"
739,"[[0, 2], [2, 3, 4], [0, 1, 3, 4]]"
740,"[[0, 2], [0, 1, 3, 4], [1, 2, 3, 4]]"
741,"[[0, 3], [0, 4], [1, 2]]"
742,"[[0, 3], [0, 4], [1, 3]]"
743,"[[0, 3], [0, 4], [1, 4]]"
744,"[[0, 3], [0, 4], [2, 3]]"
745,"[[0, 3], [0, 4], [2, 4]]"
746,"[[0, 3], [0, 4], [3, 4]]"
747,"[[0, 3], [0, 4], [0, 1, 2]]"
748,"[[0, 3], [0, 4], [1, 2, 3]]"
749,"[[0, 3], [0, 4], [1, 2, 4]]"
750,"[[0, 3], [0, 4], [1, 3, 4]]"
751,"[[0, 3], [0, 4], [2, 3, 4]]"
752,"[[0, 3], [0, 4], [1, 2, 3, 4]]"
753,"[[0, 3], [1, 2], [1, 3]]"
754,"[[0, 3], [1, 2], [1, 4]]"
755,"[[0, 3], [1, 2], [2, 3]]"
756,"[[0, 3], [1, 2], [2, 4]]"
757,"[[0, 3], [1, 2], [3, 4]]"
758,"[[0, 3], [1, 2], [0, 1, 4]]"
759,"[[0, 3], [1, 2], [0, 2, 4]]"
760,"[[0, 3], [1, 2], [1, 3, 4]]"
761,"[[0, 3], [1, 2], [2, 3, 4]]"
762,"[[0, 3], [1, 3], [1, 4]]"
763,"[[0, 3], [1, 3], [2, 3]]"
764,"[[0, 3], [1, 3], [2, 4]]"
765,"[[0, 3], [1, 3], [3, 4]]"
766,"[[0, 3], [1, 3], [0, 1, 2]]"
767,"[[0, 3], [1, 3], [0, 1, 4]]"
768,"[[0, 3], [1, 3], [0, 2, 4]]"
769,"[[0, 3], [1, 3], [1, 2, 4]]"
770,"[[0, 3], [1, 3], [2, 3, 4]]"
771,"[[0, 3], [1, 3], [0, 1, 2, 4]]"
772,"[[0, 3], [1, 4], [2, 3]]"
773,"[[0, 3], [1, 4], [2, 4]]"
774,"[[0, 3], [1, 4], [3, 4]]"
775,"[[0, 3], [1, 4], [0, 1, 2]]"
776,"[[0, 3], [1, 4], [0, 2, 4]]"
777,"[[0, 3], [1, 4], [1, 2, 3]]"
778,"[[0, 3], [1, 4], [2, 3, 4]]"
779,"[[0, 3], [2, 3], [2, 4]]"
780,"[[0, 3], [2, 3], [3, 4]]"
781,"[[0, 3], [2, 3], [0, 1, 2]]"
782,"[[0, 3], [2, 3], [0, 1, 4]]"
783,"[[0, 3], [2, 3], [0, 2, 4]]"
784,"[[0, 3], [2, 3], [1, 2, 4]]"
785,"[[0, 3], [2, 3], [1, 3, 4]]"
786,"[[0, 3], [2, 3], [0, 1, 2, 4]]"
787,"[[0, 3], [2, 4], [3, 4]]"
788,"[[0, 3], [2, 4], [0, 1, 2]]"
789,"[[0, 3], [2, 4], [0, 1, 4]]"
790,"[[0, 3], [2, 4], [1, 2, 3]]"
791,"[[0, 3], [2, 4], [1, 3, 4]]"
792,"[[0, 3], [3, 4], [0, 1, 2]]"
793,"[[0, 3], [3, 4], [0, 1, 4]]"
794,"[[0, 3], [3, 4], [0, 2, 4]]"
795,"[[0, 3], [3, 4], [1, 2, 3]]"
796,"[[0, 3], [3, 4], [1, 2, 4]]"
797,"[[0, 3], [3, 4], [0, 1, 2, 4]]"
798,"[[0, 3], [0, 1, 2], [0, 1, 4]]"
799,"[[0, 3], [0, 1, 2], [0, 2, 4]]"
800,"[[0, 3], [0, 1, 2], [1, 2, 3]]"
801,"[[0, 3], [0, 1, 2], [1, 2, 4]]"
802,"[[0, 3], [0, 1, 2], [1, 3, 4]]"
803,"[[0, 3], [0, 1, 2], [2, 3, 4]]"
804,"[[0, 3], [0, 1, 2], [1, 2, 3, 4]]"
805,"[[0, 3], [0, 1, 4], [0, 2, 4]]"
806,"[[0, 3], [0, 1, 4], [1, 2, 3]]"
807,"[[0, 3], [0, 1, 4], [1, 2, 4]]"
808,"[[0, 3], [0, 1, 4], [1, 3, 4]]"
809,"[[0, 3], [0, 1, 4], [2, 3, 4]]"
810,"[[0, 3], [0, 1, 4], [1, 2, 3, 4]]"
811,"[[0, 3], [0, 2, 4], [1, 2, 3]]"
812,"[[0, 3], [0, 2, 4], [1, 2, 4]]"
813,"[[0, 3], [0, 2, 4], [1, 3, 4]]"
814,"[[0, 3], [0, 2, 4], [2, 3, 4]]"
815,"[[0, 3], [0, 2, 4], [1, 2, 3, 4]]"
816,"[[0, 3], [1, 2, 3], [1, 2, 4]]"
817,"[[0, 3], [1, 2, 3], [1, 3, 4]]"
818,"[[0, 3], [1, 2, 3], [2, 3, 4]]"
819,"[[0, 3], [1, 2, 3], [0, 1, 2, 4]]"
820,"[[0, 3], [1, 2, 4], [1, 3, 4]]"
821,"[[0, 3], [1, 2, 4], [2, 3, 4]]"
822,"[[0, 3], [1, 3, 4], [2, 3, 4]]"
823,"[[0, 3], [1, 3, 4], [0, 1, 2, 4]]"
824,"[[0, 3], [2, 3, 4], [0, 1, 2, 4]]"
825,"[[0, 3], [0, 1, 2, 4], [1, 2, 3, 4]]"
826,"[[0, 4], [1, 2], [1, 3]]"
827,"[[0, 4], [1, 2], [1, 4]]"
828,"[[0, 4], [1, 2], [2, 3]]"
829,"[[0, 4], [1, 2], [2, 4]]"
830,"[[0, 4], [1, 2], [3, 4]]"
831,"[[0, 4], [1, 2], [0, 1, 3]]"
832,"[[0, 4], [1, 2], [0, 2, 3]]"
833,"[[0, 4], [1, 2], [1, 3, 4]]"
834,"[[0, 4], [1, 2], [2, 3, 4]]"
835,"[[0, 4], [1, 3], [1, 4]]"
836,"[[0, 4], [1, 3], [2, 3]]"
837,"[[0, 4], [1, 3], [2, 4]]"
838,"[[0, 4], [1, 3], [3, 4]]"
839,"[[0, 4], [1, 3], [0, 1, 2]]"
840,"[[0, 4], [1, 3], [0, 2, 3]]"
841,"[[0, 4], [1, 3], [1, 2, 4]]"
842,"[[0, 4], [1, 3], [2, 3, 4]]"
843,"[[0, 4], [1, 4], [2, 3]]"
844,"[[0, 4], [1, 4], [2, 4]]"
845,"[[0, 4], [1, 4], [3, 4]]"
846,"[[0, 4], [1, 4], [0, 1, 2]]"
847,"[[0, 4], [1, 4], [0, 1, 3]]"
848,"[[0, 4], [1, 4], [0, 2, 3]]"
849,"[[0, 4], [1, 4], [1, 2, 3]]"
850,"[[0, 4], [1, 4], [2, 3, 4]]"
851,"[[0, 4], [1, 4], [0, 1, 2, 3]]"
852,"[[0, 4], [2, 3], [2, 4]]"
853,"[[0, 4], [2, 3], [3, 4]]"
854,"[[0, 4], [2, 3], [0, 1, 2]]"
855,"[[0, 4], [2, 3], [0, 1, 3]]"
856,"[[0, 4], [2, 3], [1, 2, 4]]"
857,"[[0, 4], [2, 3], [1, 3, 4]]"
858,"[[0, 4], [2, 4], [3, 4]]"
859,"[[0, 4], [2, 4], [0, 1, 2]]"
860,"[[0, 4], [2, 4], [0, 1, 3]]"
861,"[[0, 4], [2, 4], [0, 2, 3]]"
862,"[[0, 4], [2, 4], [1, 2, 3]]"
863,"[[0, 4], [2, 4], [1, 3, 4]]"
864,"[[0, 4], [2, 4], [0, 1, 2, 3]]"
865,"[[0, 4], [3, 4], [0, 1, 2]]"
866,"[[0, 4], [3, 4], [0, 1, 3]]"
867,"[[0, 4], [3, 4], [0, 2, 3]]"
868,"[[0, 4], [3, 4], [1, 2, 3]]"
869,"[[0, 4], [3, 4], [1, 2, 4]]"
870,"[[0, 4], [3, 4], [0, 1, 2, 3]]"
871,"[[0, 4], [0, 1, 2], [0, 1, 3]]"
872,"[[0, 4], [0, 1, 2], [0, 2, 3]]"
873,"[[0, 4], [0, 1, 2], [1, 2, 3]]"
874,"[[0, 4], [0, 1, 2], [1, 2, 4]]"
875,"[[0, 4], [0, 1, 2], [1, 3, 4]]"
876,"[[0, 4], [0, 1, 2], [2, 3, 4]]"
877,"[[0, 4], [0, 1, 2], [1, 2, 3, 4]]"
878,"[[0, 4], [0, 1, 3], [0, 2, 3]]"
879,"[[0, 4], [0, 1, 3], [1, 2, 3]]"
880,"[[0, 4], [0, 1, 3], [1, 2, 4]]"
881,"[[0, 4], [0, 1, 3], [1, 3, 4]]"
882,"[[0, 4], [0, 1, 3], [2, 3, 4]]"
883,"[[0, 4], [0, 1, 3], [1, 2, 3, 4]]"
884,"[[0, 4], [0, 2, 3], [1, 2, 3]]"
885,"[[0, 4], [0, 2, 3], [1, 2, 4]]"
886,"[[0, 4], [0, 2, 3], [1, 3, 4]]"
887,"[[0, 4], [0, 2, 3], [2, 3, 4]]"
888,"[[0, 4], [0, 2, 3], [1, 2, 3, 4]]"
889,"[[0, 4], [1, 2, 3], [1, 2, 4]]"
890,"[[0, 4], [1, 2, 3], [1, 3, 4]]"
891,"[[0, 4], [1, 2, 3], [2, 3, 4]]"
892,"[[0, 4], [1, 2, 4], [1, 3, 4]]"
893,"[[0, 4], [1, 2, 4], [2, 3, 4]]"
894,"[[0, 4], [1, 2, 4], [0, 1, 2, 3]]"
895,"[[0, 4], [1, 3, 4], [2, 3, 4]]"
896,"[[0, 4], [1, 3, 4], [0, 1, 2, 3]]"
897,"[[0, 4], [2, 3, 4], [0, 1, 2, 3]]"
898,"[[0, 4], [0, 1, 2, 3], [1, 2, 3, 4]]"
899,"[[1, 2], [1, 3], [1, 4]]"
900,"[[1, 2], [1, 3], [2, 3]]"
901,"[[1, 2], [1, 3], [2, 4]]"
902,"[[1, 2], [1, 3], [3, 4]]"
903,"[[1, 2], [1, 3], [0, 1, 4]]"
904,"[[1, 2], [1, 3], [0, 2, 3]]"
905,"[[1, 2], [1, 3], [0, 2, 4]]"
906,"[[1, 2], [1, 3], [0, 3, 4]]"
907,"[[1, 2], [1, 3], [2, 3, 4]]"
908,"[[1, 2], [1, 3], [0, 2, 3, 4]]"
909,"[[1, 2], [1, 4], [2, 3]]"
910,"[[1, 2], [1, 4], [2, 4]]"
911,"[[1, 2], [1, 4], [3, 4]]"
912,"[[1, 2], [1, 4], [0, 1, 3]]"
913,"[[1, 2], [1, 4], [0, 2, 3]]"
914,"[[1, 2], [1, 4], [0, 2, 4]]"
915,"[[1, 2], [1, 4], [0, 3, 4]]"
916,"[[1, 2], [1, 4], [2, 3, 4]]"
917,"[[1, 2], [1, 4], [0, 2, 3, 4]]"
918,"[[1, 2], [2, 3], [2, 4]]"
919,"[[1, 2], [2, 3], [3, 4]]"
920,"[[1, 2], [2, 3], [0, 1, 3]]"
921,"[[1, 2], [2, 3], [0, 1, 4]]"
922,"[[1, 2], [2, 3], [0, 2, 4]]"
923,"[[1, 2], [2, 3], [0, 3, 4]]"
924,"[[1, 2], [2, 3], [1, 3, 4]]"
925,"[[1, 2], [2, 3], [0, 1, 3, 4]]"
926,"[[1, 2], [2, 4], [3, 4]]"
927,"[[1, 2], [2, 4], [0, 1, 3]]"
928,"[[1, 2], [2, 4], [0, 1, 4]]"
929,"[[1, 2], [2, 4], [0, 2, 3]]"
930,"[[1, 2], [2, 4], [0, 3, 4]]"
931,"[[1, 2], [2, 4], [1, 3, 4]]"
932,"[[1, 2], [2, 4], [0, 1, 3, 4]]"
933,"[[1, 2], [3, 4], [0, 1, 3]]"
934,"[[1, 2], [3, 4], [0, 1, 4]]"
935,"[[1, 2], [3, 4], [0, 2, 3]]"
936,"[[1, 2], [3, 4], [0, 2, 4]]"
937,"[[1, 2], [0, 1, 3], [0, 1, 4]]"
938,"[[1, 2], [0, 1, 3], [0, 2, 3]]"
939,"[[1, 2], [0, 1, 3], [0, 2, 4]]"
940,"[[1, 2], [0, 1, 3], [0, 3, 4]]"
941,"[[1, 2], [0, 1, 3], [1, 3, 4]]"
942,"[[1, 2], [0, 1, 3], [2, 3, 4]]"
943,"[[1, 2], [0, 1, 3], [0, 2, 3, 4]]"
944,"[[1, 2], [0, 1, 4], [0, 2, 3]]"
945,"[[1, 2], [0, 1, 4], [0, 2, 4]]"
946,"[[1, 2], [0, 1, 4], [0, 3, 4]]"
947,"[[1, 2], [0, 1, 4], [1, 3, 4]]"
948,"[[1, 2], [0, 1, 4], [2, 3, 4]]"
949,"[[1, 2], [0, 1, 4], [0, 2, 3, 4]]"
950,"[[1, 2], [0, 2, 3], [0, 2, 4]]"
951,"[[1, 2], [0, 2, 3], [0, 3, 4]]"
952,"[[1, 2], [0, 2, 3], [1, 3, 4]]"
953,"[[1, 2], [0, 2, 3], [2, 3, 4]]"
954,"[[1, 2], [0, 2, 3], [0, 1, 3, 4]]"
955,"[[1, 2], [0, 2, 4], [0, 3, 4]]"
956,"[[1, 2], [0, 2, 4], [1, 3, 4]]"
957,"[[1, 2], [0, 2, 4], [2, 3, 4]]"
958,"[[1, 2], [0, 2, 4], [0, 1, 3, 4]]"
959,"[[1, 2], [0, 3, 4], [1, 3, 4]]"
960,"[[1, 2], [0, 3, 4], [2, 3, 4]]"
961,"[[1, 2], [1, 3, 4], [2, 3, 4]]"
962,"[[1, 2], [1, 3, 4], [0, 2, 3, 4]]"
963,"[[1, 2], [2, 3, 4], [0, 1, 3, 4]]"
964,"[[1, 2], [0, 1, 3, 4], [0, 2, 3, 4]]"
965,"[[1, 3], [1, 4], [2, 3]]"
966,"[[1, 3], [1, 4], [2, 4]]"
967,"[[1, 3], [1, 4], [3, 4]]"
968,"[[1, 3], [1, 4], [0, 1, 2]]"
969,"[[1, 3], [1, 4], [0, 2, 3]]"
970,"[[1, 3], [1, 4], [0, 2, 4]]"
971,"[[1, 3], [1, 4], [0, 3, 4]]"
972,"[[1, 3], [1, 4], [2, 3, 4]]"
973,"[[1, 3], [1, 4], [0, 2, 3, 4]]"
974,"[[1, 3], [2, 3], [2, 4]]"
975,"[[1, 3], [2, 3], [3, 4]]"
976,"[[1, 3], [2, 3], [0, 1, 2]]"
977,"[[1, 3], [2, 3], [0, 1, 4]]"
978,"[[1, 3], [2, 3], [0, 2, 4]]"
979,"[[1, 3], [2, 3], [0, 3, 4]]"
980,"[[1, 3], [2, 3], [1, 2, 4]]"
981,"[[1, 3], [2, 3], [0, 1, 2, 4]]"
982,"[[1, 3], [2, 4], [3, 4]]"
983,"[[1, 3], [2, 4], [0, 1, 2]]"
984,"[[1, 3], [2, 4], [0, 1, 4]]"
985,"[[1, 3], [2, 4], [0, 2, 3]]"
986,"[[1, 3], [2, 4], [0, 3, 4]]"
987,"[[1, 3], [3, 4], [0, 1, 2]]"
988,"[[1, 3], [3, 4], [0, 1, 4]]"
989,"[[1, 3], [3, 4], [0, 2, 3]]"
990,"[[1, 3], [3, 4], [0, 2, 4]]"
991,"[[1, 3], [3, 4], [1, 2, 4]]"
992,"[[1, 3], [3, 4], [0, 1, 2, 4]]"
993,"[[1, 3], [0, 1, 2], [0, 1, 4]]"
994,"[[1, 3], [0, 1, 2], [0, 2, 3]]"
995,"[[1, 3], [0, 1, 2], [0, 2, 4]]"
996,"[[1, 3], [0, 1, 2], [0, 3, 4]]"
997,"[[1, 3], [0, 1, 2], [1, 2, 4]]"
998,"[[1, 3], [0, 1, 2], [2, 3, 4]]"
999,"[[1, 3], [0, 1, 2], [0, 2, 3, 4]]"
1000,"[[1, 3], [0, 1, 4], [0, 2, 3]]"
1001,"[[1, 3], [0, 1, 4], [0, 2, 4]]"
1002,"[[1, 3], [0, 1, 4], [0, 3, 4]]"
1003,"[[1, 3], [0, 1, 4], [1, 2, 4]]"
1004,"[[1, 3], [0, 1, 4], [2, 3, 4]]"
1005,"[[1, 3], [0, 1, 4], [0, 2, 3, 4]]"
1006,"[[1, 3], [0, 2, 3], [0, 2, 4]]"
1007,"[[1, 3], [0, 2, 3], [0, 3, 4]]"
1008,"[[1, 3], [0, 2, 3], [1, 2, 4]]"
1009,"[[1, 3], [0, 2, 3], [2, 3, 4]]"
1010,"[[1, 3], [0, 2, 3], [0, 1, 2, 4]]"
1011,"[[1, 3], [0, 2, 4], [0, 3, 4]]"
1012,"[[1, 3], [0, 2, 4], [1, 2, 4]]"
1013,"[[1, 3], [0, 2, 4], [2, 3, 4]]"
1014,"[[1, 3], [0, 3, 4], [1, 2, 4]]"
1015,"[[1, 3], [0, 3, 4], [2, 3, 4]]"
1016,"[[1, 3], [0, 3, 4], [0, 1, 2, 4]]"
1017,"[[1, 3], [1, 2, 4], [2, 3, 4]]"
1018,"[[1, 3], [1, 2, 4], [0, 2, 3, 4]]"
1019,"[[1, 3], [2, 3, 4], [0, 1, 2, 4]]"
1020,"[[1, 3], [0, 1, 2, 4], [0, 2, 3, 4]]"
1021,"[[1, 4], [2, 3], [2, 4]]"
1022,"[[1, 4], [2, 3], [3, 4]]"
1023,"[[1, 4], [2, 3], [0, 1, 2]]"
1024,"[[1, 4], [2, 3], [0, 1, 3]]"
1025,"[[1, 4], [2, 3], [0, 2, 4]]"
1026,"[[1, 4], [2, 3], [0, 3, 4]]"
1027,"[[1, 4], [2, 4], [3, 4]]"
1028,"[[1, 4], [2, 4], [0, 1, 2]]"
1029,"[[1, 4], [2, 4], [0, 1, 3]]"
1030,"[[1, 4], [2, 4], [0, 2, 3]]"
1031,"[[1, 4], [2, 4], [0, 3, 4]]"
1032,"[[1, 4], [2, 4], [1, 2, 3]]"
1033,"[[1, 4], [2, 4], [0, 1, 2, 3]]"
1034,"[[1, 4], [3, 4], [0, 1, 2]]"
1035,"[[1, 4], [3, 4], [0, 1, 3]]"
1036,"[[1, 4], [3, 4], [0, 2, 3]]"
1037,"[[1, 4], [3, 4], [0, 2, 4]]"
1038,"[[1, 4], [3, 4], [1, 2, 3]]"
1039,"[[1, 4], [3, 4], [0, 1, 2, 3]]"
1040,"[[1, 4], [0, 1, 2], [0, 1, 3]]"
1041,"[[1, 4], [0, 1, 2], [0, 2, 3]]"
1042,"[[1, 4], [0, 1, 2], [0, 2, 4]]"
1043,"[[1, 4], [0, 1, 2], [0, 3, 4]]"
1044,"[[1, 4], [0, 1, 2], [1, 2, 3]]"
1045,"[[1, 4], [0, 1, 2], [2, 3, 4]]"
1046,"[[1, 4], [0, 1, 2], [0, 2, 3, 4]]"
1047,"[[1, 4], [0, 1, 3], [0, 2, 3]]"
1048,"[[1, 4], [0, 1, 3], [0, 2, 4]]"
1049,"[[1, 4], [0, 1, 3], [0, 3, 4]]"
1050,"[[1, 4], [0, 1, 3], [1, 2, 3]]"
1051,"[[1, 4], [0, 1, 3], [2, 3, 4]]"
1052,"[[1, 4], [0, 1, 3], [0, 2, 3, 4]]"
1053,"[[1, 4], [0, 2, 3], [0, 2, 4]]"
1054,"[[1, 4], [0, 2, 3], [0, 3, 4]]"
1055,"[[1, 4], [0, 2, 3], [1, 2, 3]]"
1056,"[[1, 4], [0, 2, 3], [2, 3, 4]]"
1057,"[[1, 4], [0, 2, 4], [0, 3, 4]]"
1058,"[[1, 4], [0, 2, 4], [1, 2, 3]]"
1059,"[[1, 4], [0, 2, 4], [2, 3, 4]]"
1060,"[[1, 4], [0, 2, 4], [0, 1, 2, 3]]"
1061,"[[1, 4], [0, 3, 4], [1, 2, 3]]"
1062,"[[1, 4], [0, 3, 4], [2, 3, 4]]"
1063,"[[1, 4], [0, 3, 4], [0, 1, 2, 3]]"
1064,"[[1, 4], [1, 2, 3], [2, 3, 4]]"
1065,"[[1, 4], [1, 2, 3], [0, 2, 3, 4]]"
1066,"[[1, 4], [2, 3, 4], [0, 1, 2, 3]]"
1067,"[[1, 4], [0, 1, 2, 3], [0, 2, 3, 4]]"
1068,"[[2, 3], [2, 4], [3, 4]]"
1069,"[[2, 3], [2, 4], [0, 1, 2]]"
1070,"[[2, 3], [2, 4], [0, 1, 3]]"
1071,"[[2, 3], [2, 4], [0, 1, 4]]"
1072,"[[2, 3], [2, 4], [0, 3, 4]]"
1073,"[[2, 3], [2, 4], [1, 3, 4]]"
1074,"[[2, 3], [2, 4], [0, 1, 3, 4]]"
1075,"[[2, 3], [3, 4], [0, 1, 2]]"
1076,"[[2, 3], [3, 4], [0, 1, 3]]"
1077,"[[2, 3], [3, 4], [0, 1, 4]]"
1078,"[[2, 3], [3, 4], [0, 2, 4]]"
1079,"[[2, 3], [3, 4], [1, 2, 4]]"
1080,"[[2, 3], [3, 4], [0, 1, 2, 4]]"
1081,"[[2, 3], [0, 1, 2], [0, 1, 3]]"
1082,"[[2, 3], [0, 1, 2], [0, 1, 4]]"
1083,"[[2, 3], [0, 1, 2], [0, 2, 4]]"
1084,"[[2, 3], [0, 1, 2], [0, 3, 4]]"
1085,"[[2, 3], [0, 1, 2], [1, 2, 4]]"
1086,"[[2, 3], [0, 1, 2], [1, 3, 4]]"
1087,"[[2, 3], [0, 1, 2], [0, 1, 3, 4]]"
1088,"[[2, 3], [0, 1, 3], [0, 1, 4]]"
1089,"[[2, 3], [0, 1, 3], [0, 2, 4]]"
1090,"[[2, 3], [0, 1, 3], [0, 3, 4]]"
1091,"[[2, 3], [0, 1, 3], [1, 2, 4]]"
